scraped_city,facility,operator,street,zip_code,city_in_desc,avg_home_price_usd,avg_electricity_cost_usd_per_kwh,avg_water_cost_usd_monthly
Chicago,365 Data Centers - Chicago 1,365 Data Centers,427 S La Salle St,60605,Chicago,409000.0,0.151,60.9
Chicago,Aligned ORD-01,Aligned Data Centers,505 Northwest Avenue,60164,Northlake,353000.0,0.154,86.5
Chicago,Microsoft Northlake,Microsoft,601-605 Northwest Ave,60164,Northlake,353000.0,0.154,86.5
Chicago,Centersquare - Chicago ORD2-A,Csquare,2425 Busse Road,60007,Elk Grove Village,347000.0,0.152,64.9
Chicago,CoreWeave Hammond,CoreWeave,301 Digital Xrds Dr,46320,Hammond,391000.0,0.144,68.2
Chicago,CyrusOne CHI6 - Wood Dale,CyrusOne Data Centers,Bryn Mawr Ave & Pine Ave,60106,Wood Dale,329000.0,0.159,70.6
Chicago,CloudHQ ORD Campus,CloudHQ,1200 E Algonquin Rd,60016,Des Plaines,423000.0,0.163,63.3
Chicago,Ascent CH2,Ascent,505 N Railroad Ave,60164,Northlake,353000.0,0.154,86.5
Chicago,Equinix CH3,Equinix,1905 Lunt Avenue,60007,Elk Grove Village,347000.0,0.152,64.9
Chicago,CoreSite Chicago (CH2),CoreSite,1432 S Clinton St.,60607,Chicago,402000.0,0.155,69.6
Chicago,STACK Infrastructure CHI02,STACK INFRASTRUCTURE,1830 Jarvis Ave,60007,Elk Grove Village,347000.0,0.152,64.9
Chicago,Rackspace Chicago,Rackspace Hosting,2200 Busse Road,60007,Elk Grove Village,347000.0,0.152,64.9
Chicago,Chirisa Chirisa Volo Technology Park YLO-02,Chirisa,300 South Fish Lake Rd,60073,Volo,374000.0,0.147,62.7
Chicago,Chirisa Chirisa Volo Technology Park YLO-01,Chirisa,300 South Fish Lake Rd,60073,Volo,374000.0,0.147,62.7
Chicago,Chicago Board of Trade Building,"Apollo Global Management, Inc.",141 West Jackson,60604,Chicago,415000.0,0.142,78.3
Chicago,1808 Swift Drive,CenterPoint Properties,1808 Swift Drive,60523,Oak Brook,375000.0,0.158,61.5
Chicago,360TCS Data Center,360 Technology Center Solutions,360 E. 22nd St.,60148,Lombard,434000.0,0.153,71.0
Chicago,Centersquare - Chicago ORD1-B,Csquare,350 East Cermak,60609,Chicago,339000.0,0.15,66.8
Chicago,XNet Critical Computing Facility,"XNet Information Systems, Inc.",3080 Ogden Ave,60532,Lisle,402000.0,0.158,79.9
Chicago,NetSource Naperville 1,"NetSource Communications, Inc.",2368 Corporate Lane,60563,Naperville,378000.0,0.145,75.9
Chicago,Midway Technology Center,1547 Critical Systems Realty,40 E Garfield Blvd,60615,Chicago,363000.0,0.146,76.5
Chicago,Aligned ORD-04,Aligned Data Centers,150 NW Point Blvd,60007,Elk Grove Village,347000.0,0.152,64.9
Chicago,CloudHQ ORD3,CloudHQ,1200 E Algonquin Rd,60016,Des Plaines,423000.0,0.163,63.3
Chicago,Naperville Data Center,KARIS Critical,1940 Lucent Ln,60563,Naperville,378000.0,0.145,75.9
Chicago,Aligned ORD-03,Aligned Data Centers,50 NW Point Blvd,60007,Elk Grove Village,347000.0,0.152,64.9
Chicago,CloudHQ ORD1,CloudHQ,1200 E Algonquin Rd,60016,Des Plaines,423000.0,0.163,63.3
Chicago,Microsoft Hoffman Estates - Building 2,Microsoft,Lakewood Blvd,60192,Hoffman Estates,406000.0,0.155,78.7
Chicago,Microsoft Hoffman Estates - Building 1,Microsoft,Lakewood Blvd,60192,Hoffman Estates,406000.0,0.155,78.7
Chicago,Microsoft Elk Grove Campus,Microsoft,"Elk Grove Technology Park, Innovation Dr & Oakton St",60007,Elk Grove Village,347000.0,0.152,64.9
Chicago,Microsoft Hoffman Estates Campus,Microsoft,Lakewood Blvd,60192,Hoffman Estates,406000.0,0.155,78.7
Chicago,T5 Data Centers - T5@Grayslake Campus,T5 Data Centers,30907 N Alleghany Rd,60030,Grayslake,450000.0,0.152,75.7
Chicago,Chirisa Volo Technology Park,Chirisa,300 South Fish Lake Rd,60073,Volo,374000.0,0.147,62.7
Chicago,Stream DC Chicago III,Stream Data Centers,2000 Landmeier Rd,60007,Elk Grove Village,347000.0,0.152,64.9
Chicago,T5 Data Centers - T5@Chicago lll,T5 Data Centers,11650 W Grand Ave,60164,Northlake,353000.0,0.154,86.5
Chicago,T5 Data Centers - T5@Chicago V,T5 Data Centers,within,Elk Grove Village,TBA,456000.0,0.153,76.9
Chicago,ColoHouse Chicago Cermak,ColoHouse,350 E Cermak,60616,Chicago,473000.0,0.155,72.8
Chicago,CloudHQ ORD2,CloudHQ,1200 E Algonquin Rd,60016,Des Plaines,423000.0,0.163,63.3
Chicago,Aligned ORD-02,Aligned Data Centers,505 Northwest Avenue,60164,Northlake,353000.0,0.154,86.5
Chicago,ColoHouse Chicago Wells,ColoHouse,725 S Wells Street,60607,Chicago,402000.0,0.155,69.6
Chicago,FDCservers.net,FDCservers.net LLC,141 West Jackson Blvd.,60604,Chicago,415000.0,0.142,78.3
Chicago,HW Technology Park,Hillwood Development Company,Millsdale Rd / Schweitzer Rd,60421,Joliet,384000.0,0.158,68.3
Chicago,Colovore ORD01,Colovore,within,"Aurora, 41 miles from Chicago",TBA,456000.0,0.153,76.9
Chicago,Equinix CH5,Equinix,2001 Lunt Ave,60007,Elk Grove Village,347000.0,0.152,64.9
Chicago,EdgeConneX Chicago - EDCCHI01,EdgeConneX,1800 Nicholas Blvd,60007,Elk Grove Village,347000.0,0.152,64.9
Chicago,Chicago Exchange,Menlo Digital,601 W. Polk St,60605,Chicago,409000.0,0.151,60.9
Chicago,CDC - Chicago CH5 Data Center,"NTT DATA, Inc.",1250 N Arlington Heights Rd,60143,Itasca,431000.0,0.154,66.8
Chicago,LexisNexis Oak Brook,LexisNexis,1808 Swift Dr,60523,Oak Brook,375000.0,0.158,61.5
Chicago,Edged Chicago ORD1,Edged Energy,2815 Bilter Rd,60502,Aurora,371000.0,0.14,72.6
Chicago,8080 S DuSable Lake Shore Drive,Related Digital,8080 S DuSable Lake Shore Dr,60617,Chicago,395000.0,0.157,58.3
Chicago,Connect Chicago,Connect Data Centers by Oppidan,245 Kehoe Blvd,60188,Carol Stream,441000.0,0.145,71.9
Chicago,Edged Chicago ORD3,Edged Energy,2725 Bilter Rd,60502,Aurora,371000.0,0.14,72.6
Chicago,Edged Chicago ORD2,Edged Energy,2835 Bilter Rd,60502,Aurora,371000.0,0.14,72.6
Chicago,216 West Jackson Boulevard,"Baum Realty Group, LLC",216 W Jackson Blvd,60606,Chicago,337000.0,0.154,75.6
Chicago,365 Data Centers - Chicago 2,365 Data Centers,350 East Cermak Road,60623,Chicago,403000.0,0.148,71.7
Chicago,GDC - Chicago CH4 Data Center,"NTT DATA, Inc.",1200 N Arlington Heights Rd,60143,Itasca,431000.0,0.154,66.8
Chicago,Edged Chicago Campus,Edged Energy,2725-2815 Bilter Rd,60502,Aurora,371000.0,0.14,72.6
Chicago,Microsoft Elk Grove - Building 3,Microsoft,"Elk Grove Technology Park, Innovation Dr & Oakton St",60007,Elk Grove Village,347000.0,0.152,64.9
Chicago,Microsoft Hoffman Estates - Building 4,Microsoft,Lakewood Blvd,60192,Hoffman Estates,406000.0,0.155,78.7
Chicago,Microsoft Plano (IL),Microsoft,Eldamain Rd & Corneils Rd,60545,Plano,342000.0,0.154,70.4
Chicago,Microsoft Hoffman Estates - Building 3,Microsoft,Lakewood Blvd,60192,Hoffman Estates,406000.0,0.155,78.7
Chicago,KARIS Hoffman Estates,KARIS Critical,Higgins Rd & Illinois Rte 59,60010,Hoffman Estates,393000.0,0.157,58.9
Chicago,Chicago Campus,Aligned Data Centers,505 Northwest Avenue,60164,Northlake,353000.0,0.154,86.5
Chicago,Microsoft Elk Grove - Building 2,Microsoft,"Elk Grove Technology Park, Innovation Dr & Oakton St",60007,Elk Grove Village,347000.0,0.152,64.9
Chicago,NTT Chicago Campus,"NTT DATA, Inc.",255-275 Pierce Rd,60143,Itasca,431000.0,0.154,66.8
Chicago,Meta DeKalb Campus,Meta,1550-2050 Metaverse Wy,60115,DeKalb,385000.0,0.141,63.7
Chicago,KARIS DeKalb Campus,KARIS Critical,Gurler Rd & Peace Rd,60115,DeKalb,385000.0,0.141,63.7
Chicago,WOWaccess Data Center,WOWaccess,184 Shuman Blvd,60563,Naperville,378000.0,0.145,75.9
Chicago,Microsoft Elk Grove - Building 1,Microsoft,"Elk Grove Technology Park, Innovation Dr & Oakton St",60007,Elk Grove Village,347000.0,0.152,64.9
Chicago,Lumen Chicago 3,Lumen,200 N LaSalle St,60601,Chicago,410000.0,0.155,59.9
Chicago,Compass Hoffman Estates,Compass Datacenters,3333 Beverly Rd,60179,Hoffman Estates,382000.0,0.141,74.6
Chicago,DLS Internet LITH,DLS Internet Services,950 E. Oak Street,60156,Lake in the Hills,430000.0,0.158,61.7
Chicago,Axon Datacenter,Axon Datacenters,7093 Barry St,60018,Rosemont,444000.0,0.151,75.7
Chicago,Lumen South Holland 1,Lumen,200 E 166th St,60473,South Holland,443000.0,0.137,71.7
Chicago,CyrusOne CHI3 - Aurora Campus,CyrusOne Data Centers,2725 Bilter Rd,60502,Aurora,371000.0,0.14,72.6
Chicago,CBTS Lombard Data Center I,CBTS,1850 W Springer,60148,Lombard,434000.0,0.153,71.0
Chicago,Hostrunway Lombard,Hostrunway,1850 Springer Dr,60148,Lombard,434000.0,0.153,71.0
Chicago,Volico Chicago,Volico Data Center,350 E Cermak Rd,60616,Chicago,473000.0,0.155,72.8
Chicago,GigeNET Chicago,Gigenet,545 E. Algonquin Rd.,60005,Arlington Heights,385000.0,0.158,71.0
Chicago,NetSource Naperville 2,"NetSource Communications, Inc.",1717 Park St.,60563,Naperville,378000.0,0.145,75.9
Chicago,NaviSite Oak Brook,"NaviSite, Inc.",800 Jorie Blvd,60523,Oak Brook,375000.0,0.158,61.5
Chicago,CyrusOne CHI3 - Building 1,CyrusOne Data Centers,2725 Bilter Rd,60502,Aurora,371000.0,0.14,72.6
Chicago,427 LaSalle,CoreSite,427 South LaSalle Street,60605,Chicago,409000.0,0.151,60.9
Chicago,CyrusOne CHI3 - Building 2,CyrusOne Data Centers,2725 Bilter Rd,60502,Aurora,371000.0,0.14,72.6
Chicago,Sinch Data Center,Sinch,717 S Wells St,60607,Chicago,402000.0,0.155,69.6
Chicago,Lumen 350 E Cermak,Lumen,350 E Cermark Road,60616,Chicago,473000.0,0.155,72.8
Chicago,Lumen Chicago,Lumen,111 N Canal St,60606,Chicago,337000.0,0.154,75.6
Chicago,Synoptek - Chicago Data Center,Synoptek,350 East Cermak Road,60616,Chicago,473000.0,0.155,72.8
Chicago,360 East 22nd Street,360E 22nd LLC,360 East 22nd Street,60148,Lombard,434000.0,0.153,71.0
Chicago,NaviSite Chicago,"NaviSite, Inc.",725 S Wells,60610,Chicago,316000.0,0.154,62.2
Chicago,Meta DeKalb - Building 6,Meta,1550 Metaverse Wy,60115,DeKalb,385000.0,0.141,63.7
Chicago,Lumen Broadview 1,Lumen,2101 Roberts Drive,60155,Broadview,405000.0,0.148,74.1
Chicago,Meta DeKalb - Building 2,Meta,2050 Metaverse Wy,60115,DeKalb,385000.0,0.141,63.7
Chicago,Lumen Chicago 4,Lumen,600 West Chicago Ave.,60610,Chicago,316000.0,0.154,62.2
Chicago,Meta DeKalb - Building 3,Meta,1750 Metaverse Wy,60115,DeKalb,385000.0,0.141,63.7
Chicago,Meta DeKalb - Building 4,Meta,1750 Metaverse Wy,60115,DeKalb,385000.0,0.141,63.7
Chicago,Meta DeKalb - Building 1,Meta,2050 Metaverse Wy,60115,DeKalb,385000.0,0.141,63.7
Chicago,Lumen Arlington Heights 1,Lumen,"1305 E. Algonquin Avenue,",60005,Arlington Heights,385000.0,0.158,71.0
Chicago,Meta DeKalb - Building 5,Meta,1550 Metaverse Wy,60115,DeKalb,385000.0,0.141,63.7
Chicago,Lumen Chicago 5,Lumen,600 S. Federal,60605,Chicago,409000.0,0.151,60.9
Chicago,DLS Internet 216 Jackson,DLS Internet Services,216 West Jackson Blvd,60606,Chicago,337000.0,0.154,75.6
Chicago,Hostway Boeing Data Center,"Hostway Services, Inc",100 North Riverside Plaza,60606,Chicago,337000.0,0.154,75.6
Chicago,CBTS Lombard Data Center II,CBTS,564 Winter Lane,60148,Lombard,434000.0,0.153,71.0
Chicago,Lumen Chicago 2,Lumen,900 N. Kingsbury Street,60610,Chicago,316000.0,0.154,62.2
Houston,TRG Houston One HOU1,TRG Datacenters,2626 Spring Cypress Road,77388,Spring,316000.0,0.142,61.7
Houston,TRG Houston Two HOU2,TRG Datacenters,2626 Spring Cypress Rd,77388,Spring,316000.0,0.142,61.7
Houston,TRG Houston Campus,TRG Datacenters,2626 Spring Cypress Rd,77388,Spring,316000.0,0.142,61.7
Houston,12235 North Fwy (IAH14),Digital Realty,12235 North Fwy,77060,Houston,391000.0,0.135,56.7
Houston,12231 North Fwy (IAH13),Digital Realty,12231 North Fwy,77060,Houston,391000.0,0.135,56.7
Houston,12061 North Freeway (IAH11),Digital Realty,12061 North Freeway,77060,Houston,391000.0,0.135,56.7
Houston,12001 North Fwy (IAH10),Digital Realty,12001 North Fwy,77060,Houston,391000.0,0.135,56.7
Houston,Digital Houston Campus,Digital Realty,12001-12245 North Fwy,77060,Houston,391000.0,0.135,56.7
Houston,Skybox Houston One,Skybox Datacenters,22000 Franz Road,77449,Houston,363000.0,0.125,60.8
Houston,EdgeConneX Houston,EdgeConneX,1510 Prime West Parkway,77449,Katy,363000.0,0.125,60.8
Houston,Netrality - 1301 Fannin,Netrality,1301 Fannin Street,77002,Houston,386000.0,0.121,53.5
Houston,1001 Texas Data Center,1001 Texas Data Center,1001 Texas Ave,77002,Houston,386000.0,0.121,53.5
Houston,Stream DC Houston I - The Woodlands,Stream Data Centers,4001 Technology Forest Blvd,77381,The Woodlands,336000.0,0.142,64.6
Houston,Lighthouse Data Center,PS Lightwave,3960 Braxton Dr,77063,Houston,331000.0,0.126,69.4
Houston,Data Foundry- Houston 2,Data Foundry,660 Greens Pkwy,77067,Houston,385000.0,0.121,61.8
Houston,DataBank HOU5 - Houston Galleria,DataBank,4201 Southwest Freeway,77027,Houston,353000.0,0.126,59.0
Houston,DataBank HOU1 - Westway Park I,DataBank,5150 Westway Park Blvd,77041,Houston,369000.0,0.124,59.7
Houston,Equinix HO1,Equinix,1515 Aldine Meadows Road,77032,Houston,340000.0,0.123,63.1
Houston,DataBank HOU3 - Westway Park III,DataBank,11003 Corporate Centre Dr,77041,Houston,369000.0,0.124,59.7
Houston,Cogent Data Center - Houston,"Cogent Communications, Inc.",12061 North Frwy,77060,Houston,391000.0,0.135,56.7
Houston,DataBank HOU2 - Westway Park II,DataBank,5170 Westway Park Blvd,77041,Houston,369000.0,0.124,59.7
Houston,Serverfarm Houston Data Center HTX2,Serverfarm,28401 Betka Rd,77447,Hockley,311000.0,0.134,60.1
Houston,Quasar Data Center,Quasar Data Center,1001 Texas Ave,77002,Houston,386000.0,0.121,53.5
Houston,Iozera Houston,Iozera,11631 Roark Rd,77031,Houston,312000.0,0.124,53.6
Houston,"FIBERTOWN - Houston, Texas",FIBERTOWN,12031 North Freeway,77067,Houston,385000.0,0.121,61.8
Houston,Crown Castle Houston (TX1),CROWN CASTLE,801 Louisiana St,77002,Houston,386000.0,0.121,53.5
Houston,Cogent Data Center - Houston 2,"Cogent Communications, Inc.",8902 Point Six Circle,77095,Houston,345000.0,0.128,57.7
Houston,Data Foundry - Houston 1,Data Foundry,5555 San Felipe,77056,Houston,340000.0,0.121,58.9
Houston,Dataprana La Marque,Dataprana,4995 Farm to Market Rd 1764,77568,La Marque,341000.0,0.126,68.9
Houston,LOGIX Houston #2,LOGIX FIBER NETWORKS,811 Louisiana St,77002,Houston,386000.0,0.121,53.5
Houston,Serverfarm Houston Data Center CTX2,Serverfarm,15555 Cutten Rd,77070,Houston,390000.0,0.126,62.7
Houston,Comcast Willis,Comcast,606 Texas State Highway 75,77378,Willis,418000.0,0.128,63.0
Houston,24 Hour Data Houston,24 Hour Data,723 Main St,77002,Houston,386000.0,0.121,53.5
Houston,Verizon Houston,Verizon Communications Inc.,2401 Portsmouth St,77098,Houston,380000.0,0.134,70.0
Houston,Lumen Houston 1,Lumen,12001 1-45 North,77003,Houston,349000.0,0.134,55.4
Houston,ECL TerraSite-TX1,EdgeCloudLink (ECL),within,"east of Houston, Texas",77028,411000.0,0.133,65.9
Houston,Energy Transfer Data Center,Energy Transfer,7210 Ardmore,77054,Houston,363000.0,0.13,61.3
Houston,Lumen Houston 3,Lumen,2300 Lyons Avenue,77020,Houston,378000.0,0.133,49.1
Houston,Crusoe Port of Victoria Campus,Crusoe Cloud,within,Port of Victoria,77905,411000.0,0.133,65.9
Houston,Project Aggie,Priority Power,Midtown Dr & Corporate Pkwy,77845,College Station,358000.0,0.133,54.9
Houston,LOGIX Houston #1,LOGIX FIBER NETWORKS,"1510 Primewest Parkway, Energy Corridor",77449,Katy,363000.0,0.125,60.8
Houston,LOGIX Houston #3,LOGIX FIBER NETWORKS,4635 Southwest Freeway,77027,Houston,353000.0,0.126,59.0
Houston,Hostrunway Houston,Hostrunway,10685-B Hazelhurst Dr. # 19283,77043,Houston,355000.0,0.14,68.5
Houston,Serverfarm Houston Data Center CTX1,Serverfarm,within,Houston,77070,411000.0,0.133,65.9
Houston,Serverfarm Houston Data Center HTX1,Serverfarm,within,North West of Houston,7747,411000.0,0.133,65.9
Houston,IBM HOU00,IBM,835 Greens Parkway,77002,Houston,386000.0,0.121,53.5
Houston,Evocative - INAP Houston,Evocative Data Centers,1301 Fannin St,77022,Houston,357000.0,0.127,51.5
Houston,Project Aggie - Building 2,Priority Power,Midtown Dr & Corporate Pkwy,77845,College Station,358000.0,0.133,54.9
Houston,IBM HOU04,IBM,315 Capitol St,77002,Houston,386000.0,0.121,53.5
Houston,"Lumen, 3939 Corporate Dr",Lumen,5959 Coprporate Drive,77036,Houston,327000.0,0.134,64.9
Houston,Project Aggie - Building 1,Priority Power,Midtown Dr & Corporate Pkwy,77845,College Station,358000.0,0.133,54.9
Houston,IBM HOU01,IBM,390 Benmar Drive,77060,Houston,391000.0,0.135,56.7
Houston,CyrusOne HOU3 - Houston,CyrusOne Data Centers,11003 Corporate Centre Dr,77041,Houston,369000.0,0.124,59.7
Houston,CyrusOne HOU4 - Houston,CyrusOne Data Centers,5160 Westway Park Blvd,77041,Houston,369000.0,0.124,59.7
Houston,"Lumen, 1124 Hardy Rd",Lumen,1124 Hardy Rd,77020,Houston,378000.0,0.133,49.1
Houston,IBM HOU02,IBM,855 Greens Parkway,77067,Houston,385000.0,0.121,61.8
Houston,Lumen Houston 2,Lumen,7060 Empire Central Dr,77040,Houston,375000.0,0.133,54.0
Houston,NaviSite Houston,"NaviSite, Inc.",1301 Fannin Street,77002,Houston,386000.0,0.121,53.5
Houston,TeleSource IDC,TeleSource Communications Inc.,1301 Fannin St,77002,Houston,386000.0,0.121,53.5
Phoenix,2121 S. Price Road (PHX15),Digital Realty,2121 S. Price Road,85286,Chandler,416000.0,0.166,75.7
Phoenix,120 East Van Buren St (PHX10),Digital Realty,120 East Van Buren Street,85004,Phoenix,395000.0,0.154,76.0
Phoenix,Flexential Phoenix - Deer Valley Data Center,Flexential,1850 W. Deer Valley Rd,85027,Phoenix,440000.0,0.163,76.5
Phoenix,Iron Mountain Data Centers AZS-1,Iron Mountain Data Centers,8521 E Princess Drive,85255,Scottsdale,472000.0,0.168,64.9
Phoenix,H5 Data Centers Phoenix,H5 Data Centers,2600 W. Germann Rd.,85286,Chandler,416000.0,0.166,75.7
Phoenix,CyrusOne Phoenix Campus,CyrusOne Data Centers,2335 South Ellis St,85286,Chandler,416000.0,0.166,75.7
Phoenix,GDC - Phoenix PH1 Data Center,"NTT DATA, Inc.",10256 E Elliot Rd,85212,Mesa,473000.0,0.162,79.1
Phoenix,US Signal Phoenix AZ01,"US Signal Company, LLC",1655 W Sunrise Blvd,85233,Gilbert,488000.0,0.157,71.0
Phoenix,Iron Mountain Data Centers AZP-1,Iron Mountain Data Centers,615 North 48th Street,85008,Phoenix,485000.0,0.171,67.5
Phoenix,PhoenixNAP East University,PhoenixNAP,3402 E University Dr,85034,Phoenix,475000.0,0.158,70.0
Phoenix,Iron Mountain Data Centers AZP-2,Iron Mountain Data Centers,4802 East Van Buren Street,85008,Phoenix,485000.0,0.171,67.5
Phoenix,Centersquare - Phoenix PHX3-A,Csquare,1301 W University Drive,85201,Mesa,455000.0,0.151,73.1
Phoenix,Comarch Mesa,Comarch,3223 S Ellsworth Rd,85212,Mesa,473000.0,0.162,79.1
Phoenix,Prime Phoenix Data Center Campus,Prime Data Centers,11753 W Lower Buckeye Rd,85353,Avondale,378000.0,0.175,67.1
Phoenix,Prime Phoenix - Building 4,Prime Data Centers,11753 W. Lower Buckeye #4,85323,Avondale,408000.0,0.166,77.0
Phoenix,Prime Phoenix - Building 1,Prime Data Centers,11753 W. Lower Buckeye #1,85323,Avondale,408000.0,0.166,77.0
Phoenix,EdgeConneX Phoenix - EDCPHX01,EdgeConneX,3011 S. 52nd St,85282,Tempe,409000.0,0.147,69.5
Phoenix,Prime Phoenix - Building 2,Prime Data Centers,11753 W. Lower Buckeye #2,85323,Avondale,408000.0,0.166,77.0
Phoenix,Prime Phoenix - Building 3,Prime Data Centers,11753 W. Lower Buckeye #3,85323,Avondale,408000.0,0.166,77.0
Phoenix,Prime Phoenix - Building 5,Prime Data Centers,11753 W. Lower Buckeye #5,85323,Avondale,408000.0,0.166,77.0
Phoenix,CyrusOne PHX3 - Chandler,CyrusOne Data Centers,2305 South Ellis St.,85286,Chandler,416000.0,0.166,75.7
Phoenix,LightEdge - Phoenix,LightEdge,120 East Van Buren,85004,Phoenix,395000.0,0.154,76.0
Phoenix,Aligned PHX01,Aligned Data Centers,2500 West Union Hills,85027,Phoenix,440000.0,0.163,76.5
Phoenix,CyrusOne PHX1 - Chandler,CyrusOne Data Centers,2335 South Ellis St.,85286,Chandler,416000.0,0.166,75.7
Phoenix,LexisNexis Scottsdale,LexisNexis,8521 E Princess Dr,85255,Scottsdale,472000.0,0.168,64.9
Phoenix,"Stream DC Phoenix I - VI , Goodyear Campus",Stream Data Centers,2950 S. Litchfield Road,85338,Goodyear,450000.0,0.154,76.9
Phoenix,Centersquare - Phoenix PHX1-A,Csquare,615 N 48th St,85008,Phoenix,485000.0,0.171,67.5
Phoenix,11:11 Systems Scottsdale,11:11 Systems,7499 E Paradise Ln,85260,Scottsdale,458000.0,0.153,69.9
Phoenix,Evocative PHX1,Evocative Data Centers,2500 W Union Hills Drive,85048,Phoenix,430000.0,0.161,77.9
Phoenix,CyrusOne PHX2 - Chandler,CyrusOne Data Centers,2305 South Ellis St.,85286,Chandler,416000.0,0.166,75.7
Phoenix,CyrusOne PHX4 - Chandler,CyrusOne Data Centers,2495 South Ellis St.,85286,Chandler,416000.0,0.166,75.7
Phoenix,CyrusOne PHX5 - Chandler,CyrusOne Data Centers,2405 South Ellis St.,85286,Chandler,416000.0,0.166,75.7
Phoenix,CyrusOne PHX6 - Chandler,CyrusOne Data Centers,2605 South Ellis St.,85286,Chandler,416000.0,0.166,75.7
Phoenix,EdgeCore Phoenix Campus,EdgeCore,3856 S Everton Terrace,85212,Mesa,473000.0,0.162,79.1
Phoenix,Edged Phoenix,Edged Energy,8811 E Warner Rd,85296,Gilbert,403000.0,0.162,72.3
Phoenix,DCX Goodyear,DCX,16422 W Commerce Dr,85338,Goodyear,450000.0,0.154,76.9
Phoenix,CyrusOne PHX7 - Chandler,CyrusOne Data Centers,2705 South Ellis St.,85286,Chandler,416000.0,0.166,75.7
Phoenix,Centersquare - Phoenix PHX2-A,Csquare,2055 E Technology Cir,85284,Tempe,493000.0,0.164,67.5
Phoenix,Cogent Data Center - Phoenix,"Cogent Communications, Inc.",3410 E. University Drive,85034,Phoenix,475000.0,0.158,70.0
Phoenix,DataBank PHX1 - Downtown Phoenix,DataBank,3110 N Central St,85012,Phoenix,493000.0,0.166,79.7
Phoenix,Southwest Crossing Data Center Campus,"Ryan Companies US, Inc.",W Houser Rd,85131,Eloy,429000.0,0.16,68.6
Phoenix,Cogent Data Center - Phoenix 2,"Cogent Communications, Inc.",1530 E Roeser Rd,85040,Phoenix,445000.0,0.149,71.7
Phoenix,Omnis Data Center,Omnis Network,1005 W Geneva Dr,85282,Tempe,409000.0,0.147,69.5
Phoenix,Compass Goodyear Campus,Compass Datacenters,850 S Bullard Ave,85338,Goodyear,450000.0,0.154,76.9
Phoenix,EdgeCore PH03,EdgeCore,3856 S Everton Terrace,85212,Mesa,473000.0,0.162,79.1
Phoenix,EdgeCore PH01,EdgeCore,3856 S Everton Terrace,85212,Mesa,473000.0,0.162,79.1
Phoenix,Novva Mesa,Novva,S Ellsworth Rd & E Warner Rd,85212,Mesa,473000.0,0.162,79.1
Phoenix,EdgeCore PH02,EdgeCore,3856 S Everton Terrace,85212,Mesa,473000.0,0.162,79.1
Phoenix,CyrusOne PHX8 - Chandler,CyrusOne Data Centers,2705 South Ellis St.,85286,Chandler,416000.0,0.166,75.7
Phoenix,DataBank PHX2 - Phoenix Sky Harbor,DataBank,615 North 48th Street,85008,Phoenix,485000.0,0.171,67.5
Phoenix,2500 W Frye Rd,Lincoln Property Company,2500 W Frye Rd,85224,Chandler,424000.0,0.159,81.2
Phoenix,5CDC Phoenix - PHX01,5C Group Inc.,within,"Phoenix, Arizona",TBA,514000.0,0.163,79.0
Phoenix,PhoenixNAP West University,PhoenixNAP,2353 W University Dr,85281,Tempe,474000.0,0.141,72.6
Phoenix,ColoBarn Phoenix Data Center,ColoBarn,8905 S Beck Ave,85284,Tempe,493000.0,0.164,67.5
Phoenix,QTS Phoenix-Van Buren,QTS Data Centers,120 East Van Buren Street,85004,Phoenix,395000.0,0.154,76.0
Phoenix,EdgeCore PH04,EdgeCore,3856 S Everton Terrace,85212,Mesa,473000.0,0.162,79.1
Phoenix,Buckeye Tech Corridor,Tract,W Yuma Rd & S Johnson Rd,85396,Buckeye,466000.0,0.152,71.3
